iter	MAE
130	17.95310065
131	17.93732116
132	17.92381194
133	17.90848082
134	17.89046188
135	17.87542255
136	17.86126523
137	17.84392105
138	17.83030305
139	17.81510358
140	17.80438976
141	17.79111398
142	17.77815729
143	17.7644135
144	17.74797748
145	17.73422194
146	17.72032783
147	17.70762625
148	17.69630601
149	17.67994741
150	17.66861396
151	17.65608215
152	17.6439488
153	17.63046275
154	17.61954915
155	17.60769126
156	17.5943699
157	17.58170941
158	17.57010685
159	17.55806471
160	17.54592506
161	17.53581011
162	17.52353702
163	17.51206558
164	17.50137828
165	17.49157789
166	17.47990116
167	17.47181961
168	17.46168248
169	17.4472806
170	17.43761738
171	17.42479574
172	17.41646339
173	17.40665106
174	17.39759215
175	17.38760021
176	17.37791956
177	17.36605105
178	17.3588113
179	17.34636312
180	17.33739843
181	17.3277891
182	17.31857268
183	17.30966999
184	17.30035496
185	17.29178944
186	17.27824714
187	17.26946718
188	17.26111877
189	17.24869958
190	17.23920648
191	17.23144542
192	17.22308078
193	17.21367281
194	17.20306031
195	17.19417894
196	17.18447544
197	17.17227008
198	17.15905279
199	17.15007681
200	17.14174167
201	17.13051515
202	17.1192491
203	17.11135518
204	17.10428858
205	17.09356642
206	17.08210224
207	17.06852332
208	17.05996874
209	17.05247025
210	17.04653832
211	17.03815624
212	17.0288127
213	17.01954271
214	17.01309327
215	17.00565218
216	16.99753879
217	16.98847033
218	16.98044922
219	16.97161878
220	16.96346769
221	16.95624113
222	16.9485228
223	16.94230429
224	16.93275692
225	16.92011588
226	16.91332986
227	16.90466049
228	16.89713178
229	16.89064004
230	16.88282933
231	16.87646537
232	16.87230245
233	16.86598019
234	16.86103928
235	16.85350269
236	16.84395538
237	16.83544221
238	16.82879645
239	16.81809431
240	16.8112304
241	16.80449242
242	16.79747
243	16.79171889
244	16.78477067
245	16.77502431
246	16.7656734
247	16.76074598
248	16.75368891
249	16.74927493
250	16.7425416
251	16.73469913
252	16.72709947
253	16.71836914
254	16.71161208
255	16.70448611
256	16.69740703
257	16.69200147
258	16.68547264
259	16.68296176
260	16.67507691
261	16.67024299
262	16.66489626
263	16.65878931
264	16.65381725
265	16.64485549
266	16.64148253
267	16.63538643
268	16.63065441
269	16.62456554
270	16.61743208
271	16.60912911
272	16.60372326
273	16.60013996
274	16.59471056
275	16.58799079
276	16.58433336
277	16.57760575
278	16.57292271
279	16.56596006
280	16.56067987
281	16.55464353
282	16.54987917
283	16.54125732
284	16.53544216
285	16.52864891
286	16.52161342
287	16.51601805
288	16.51228941
289	16.51002682
290	16.50526096
291	16.49992073
292	16.49582888
293	16.48859549
294	16.48453757
295	16.4786999
296	16.47350183
297	16.47064898
298	16.46569641
299	16.45969825
300	16.45322299
301	16.44798455
302	16.44141305
303	16.43757178
304	16.43077758
305	16.42768207
306	16.42361725
307	16.41552483
308	16.40854995
309	16.40337595
310	16.39912469
311	16.39493715
312	16.39018046
313	16.3870508
314	16.38294598
315	16.37923263
316	16.37189643
317	16.36713552
318	16.3634449
319	16.35713407
320	16.34986876
321	16.34513115
322	16.33806039
323	16.33491955
324	16.32947968
325	16.32617511
326	16.32292254
327	16.31956773
328	16.31334041
329	16.31047629
330	16.30796269
331	16.30253
332	16.29646723
333	16.29361062
334	16.29042285
335	16.28762692
336	16.2836123
337	16.28066339
338	16.27576854
339	16.27312944
340	16.2688461
341	16.26211311
342	16.25891127
343	16.25507993
344	16.24928046
345	16.24571588
346	16.24047162
347	16.23881104
348	16.23602643
349	16.23387909
350	16.23005547
351	16.22458276
352	16.22250202
353	16.21870975
354	16.21660608
355	16.20902063
356	16.20477503
357	16.20130295
358	16.19313092
359	16.18928542
360	16.18710414
361	16.18159599
362	16.17637088
363	16.17344074
364	16.17135344
365	16.16781388
366	16.16501013
367	16.16086869
368	16.15730291
369	16.15100854
370	16.14675765
371	16.14421543
372	16.14103119
373	16.13812326
374	16.1335889
375	16.12940309
376	16.12640316
377	16.12019002
378	16.1190475
379	16.1154367
380	16.11274557
381	16.10957065
382	16.1079486
383	16.10527155
384	16.10378287
385	16.10129495
386	16.09794943
387	16.09571142
388	16.09270791
389	16.08993235
390	16.08631054
391	16.08125809
392	16.0755018
393	16.06475167
394	16.06113599
395	16.05923704
396	16.05592163
397	16.05319046
398	16.05054827
399	16.04920575
400	16.04589603
401	16.04052654
402	16.03605327
403	16.03485838
404	16.03198038
405	16.02982565
406	16.02848831
407	16.02670212
408	16.02004104
409	16.01737926
410	16.01566256
411	16.01364801
412	16.00890605
413	16.00395567
414	16.00176384
415	15.99824522
416	15.99579133
417	15.99172521
418	15.98740403
419	15.98431391
420	15.98178658
421	15.98003717
422	15.97788238
423	15.97360225
424	15.97140776
425	15.96705241
426	15.9650102
427	15.96136294
428	15.95826987
429	15.9545358
430	15.95250834
431	15.94841351
432	15.94426708
433	15.93929719
434	15.93695356
435	15.93363287
436	15.93139661
437	15.927248
438	15.92490719
439	15.92244914
440	15.92119167
441	15.91854622
442	15.91642336
443	15.91452166
444	15.91174802
445	15.90926437
446	15.90402196
447	15.90112852
448	15.89774215
449	15.89571681
450	15.89436568
451	15.89225799
452	15.88941572
453	15.88786626
454	15.88337369
455	15.88132505
456	15.87908912
457	15.87816194
458	15.87722676
459	15.87559844
460	15.87252138
461	15.86996553
462	15.86445984
463	15.86330255
464	15.86126188
465	15.857572
466	15.85272636
467	15.84911436
468	15.84431246
469	15.84249942
470	15.83989652
471	15.83503752
472	15.83304591
473	15.83085568
474	15.82575151
475	15.81972461
476	15.8160162
477	15.81303942
478	15.81077658
479	15.80995659
480	15.80704832
481	15.80232616
482	15.79903982
483	15.79792025
484	15.7936601
485	15.79237443
486	15.78978799
487	15.78658888
488	15.78370499
489	15.78087587
490	15.77811343
491	15.77588259
492	15.77428322
493	15.77063893
494	15.76615758
495	15.76180607
496	15.76009151
497	15.75707731
498	15.75569898
499	15.75169403
500	15.75046244
501	15.74728151
502	15.74634841
503	15.74506901
504	15.74285104
505	15.73925836
506	15.73645667
507	15.73386285
508	15.73022013
509	15.72657354
510	15.72247102
511	15.72116453
512	15.71724936
513	15.71304258
514	15.71147437
515	15.7094988
516	15.70730876
517	15.70350716
518	15.69949684
519	15.69661655
520	15.69284354
521	15.69112005
522	15.68923855
523	15.68637582
524	15.68531694
525	15.68124061
526	15.68059308
527	15.67970002
528	15.67769164
529	15.6763029
530	15.67469362
531	15.67392939
532	15.67111348
533	15.66901734
534	15.66792137
535	15.6654448
536	15.66124128
537	15.6584634
538	15.65457232
539	15.65299167
540	15.6512233
541	15.65019932
542	15.64900152
543	15.64511007
544	15.64307772
545	15.63822982
546	15.63584671
547	15.63367487
548	15.63121856
549	15.62924634
550	15.62191502
551	15.61946997
552	15.61793008
553	15.61611203
554	15.61290684
555	15.61029895
556	15.60891701
557	15.60721285
558	15.60620569
559	15.60322335
560	15.60173745
561	15.59949043
562	15.59661928
563	15.5955756
564	15.59276333
565	15.5913747
566	15.58955008
567	15.5871982
568	15.58395077
569	15.58284787
570	15.58100069
571	15.57850196
572	15.57740107
573	15.57101727
574	15.56743571
575	15.56381128
576	15.56127627
577	15.56027866
578	15.55804059
579	15.55376421
580	15.55263724
581	15.54981228
582	15.54286126
583	15.54052094
584	15.53866649
585	15.53761309
586	15.53507121
587	15.53311434
588	15.52837188
589	15.52700606
590	15.52568551
591	15.52263084
592	15.51899927
593	15.5167703
594	15.51317031
595	15.51163828
596	15.51022742
597	15.50774132
598	15.5067454
599	15.50429807
600	15.50360108
601	15.50204385
602	15.50051196
603	15.49954447
604	15.49691832
605	15.49403434
606	15.4858128
607	15.4829285
608	15.4816663
609	15.47947284
610	15.47858338
611	15.47746293
612	15.47607269
613	15.4738685
614	15.47239433
615	15.47153382
616	15.47042165
617	15.46861099
618	15.46516745
619	15.4635313
620	15.46250863
621	15.46048826
622	15.45894907
623	15.45538739
624	15.45181105
625	15.44969703
626	15.44466842
627	15.44302964
628	15.44029042
629	15.43837749
630	15.43735455
631	15.43438984
632	15.43122832
633	15.42988379
634	15.42750871
635	15.42561756
636	15.42403016
637	15.42252033
638	15.41997418
639	15.4187029
640	15.41729337
641	15.41550615
642	15.41338809
643	15.40948191
644	15.40685271
645	15.4055668
646	15.40279242
647	15.40176699
648	15.40045189
649	15.39638826
650	15.39476058
651	15.39288598
652	15.39174805
653	15.38837724
654	15.3857103
655	15.38095362
656	15.37915235
657	15.37752708
658	15.37483369
659	15.37087384
660	15.3686757
661	15.36296663
662	15.36096333
663	15.35857453
664	15.35589047
665	15.35484769
666	15.3539903
667	15.35289769
668	15.350021
669	15.34794145
670	15.34533198
671	15.34381879
672	15.34239593
673	15.34132657
674	15.3389595
675	15.33389581
676	15.33111059
677	15.3300521
678	15.32666427
679	15.32465559
680	15.32377159
681	15.32173245
682	15.32051678
683	15.3197296
684	15.31882317
685	15.31564251
686	15.31383704
687	15.31311369
688	15.3102501
689	15.3054715
690	15.30199393
691	15.29846236
692	15.29655291
693	15.29430115
694	15.29245033
695	15.29212689
696	15.29018223
697	15.28835011
698	15.28673098
699	15.28469873
700	15.28055088
701	15.27959835
702	15.27673054
703	15.27454073
704	15.27373648
705	15.27324938
706	15.2722933
707	15.27031684
708	15.26932374
709	15.26714513
710	15.26382468
711	15.25955796
712	15.25788683
713	15.25550826
714	15.2533616
715	15.25099869
716	15.24904085
717	15.24697726
718	15.24584108
719	15.24313787
720	15.23895042
721	15.23821965
722	15.23590615
723	15.23425238
724	15.23217716
725	15.23097642
726	15.22886779
727	15.22640423
728	15.22530746
729	15.22329715
730	15.22209664
731	15.22061228
732	15.21877228
733	15.21761098
734	15.21612072
735	15.2138828
736	15.21240835
737	15.20956255
738	15.20682659
739	15.20558552
740	15.20514268
741	15.20163362
742	15.20076406
743	15.19978834
744	15.19853332
745	15.19719151
746	15.19438737
747	15.19245416
748	15.19093497
749	15.18751367
750	15.184966
751	15.18178371
752	15.17782367
753	15.17567055
754	15.17283298
755	15.17076313
756	15.16739585
757	15.16467977
758	15.16410551
759	15.16245681
760	15.16141641
761	15.15975444
762	15.15958079
763	15.15631785
764	15.15530622
765	15.15413654
766	15.15252486
767	15.15113704
768	15.14930232
769	15.14725045
770	15.14589587
771	15.14471959
772	15.14206204
773	15.14083805
774	15.13998042
775	15.13649375
776	15.13572953
777	15.13456209
778	15.13154683
779	15.12849864
780	15.1276927
781	15.12575628
782	15.12410503
783	15.12216145
784	15.12098662
785	15.11975597
786	15.11941506
787	15.11744618
788	15.11534196
789	15.11323236
790	15.1115986
791	15.11107082
792	15.10989704
793	15.10767892
794	15.10542411
795	15.10407852
796	15.10356195
797	15.10294743
798	15.10214176
799	15.09865362
800	15.09783408
801	15.09694356
802	15.0957624
803	15.09494901
804	15.09395456
805	15.09165967
806	15.08572297
807	15.08317393
808	15.08169934
809	15.08026476
810	15.07825496
811	15.07589181
812	15.07404476
813	15.07356432
814	15.07052824
815	15.06957178
816	15.06543191
817	15.06311195
818	15.06280734
819	15.06033307
820	15.05947295
821	15.05806087
822	15.05764176
823	15.05643754
824	15.05564268
825	15.05494266
826	15.05345052
827	15.05288021
828	15.04979225
829	15.04928861
830	15.04580133
831	15.04442605
832	15.04273178
833	15.03913323
834	15.03752916
835	15.03584051
836	15.03492532
837	15.03143599
838	15.02762531
839	15.0256673
840	15.02481726
841	15.02361836
842	15.02258715
843	15.02042693
844	15.01636262
845	15.01404054
846	15.01237796
847	15.01018337
848	15.00822335
849	15.00727651
850	15.00607877
851	15.00487544
852	15.00264565
853	15.00171336
854	14.99980102
855	14.99910405
856	14.99682616
857	14.99581136
858	14.99341698
859	14.99275762
860	14.99053307
861	14.98889053
862	14.98644054
863	14.98561789
864	14.98519642
865	14.98351885
866	14.98047243
867	14.97882552
868	14.97743436
869	14.97639298
870	14.9747038
871	14.97299803
872	14.97207938
873	14.97005762
874	14.96837206
875	14.96691166
876	14.96506811
877	14.96285817
878	14.96171065
879	14.9606863
880	14.95853773
881	14.95611676
882	14.95428635
883	14.95242645
884	14.95029983
885	14.94876355
886	14.94595843
887	14.94402773
888	14.94179447
889	14.94106357
890	14.93974415
891	14.93835237
892	14.93683004
893	14.93598955
894	14.93520344
895	14.93334113
896	14.9312742
897	14.9304886
898	14.92830012
899	14.9272505
900	14.92600031
901	14.9232278
902	14.92267652
903	14.92047041
904	14.91794182
905	14.91719505
906	14.91597301
907	14.91305639
908	14.91129485
909	14.90949432
910	14.90857999
911	14.90676989
912	14.90581144
913	14.90404564
914	14.90257168
915	14.8989318
916	14.89758043
917	14.89502054
918	14.89315455
919	14.89130377
920	14.89006839
921	14.88976604
922	14.88936037
923	14.8870582
924	14.8850438
925	14.88289307
926	14.88168685
927	14.88041739
928	14.87939682
929	14.87824245
930	14.87711931
931	14.87490075
932	14.87207052
933	14.86991574
934	14.86952194
935	14.86497688
936	14.86385588
937	14.8628179
938	14.86093549
939	14.86027459
940	14.85922149
941	14.85656783
942	14.85408525
943	14.85192053
944	14.85014749
945	14.84873282
946	14.8471049
947	14.84622702
948	14.84552747
949	14.84457337
950	14.84420016
951	14.84274297
952	14.84169359
953	14.83982573
954	14.83836455
955	14.83611304
956	14.83413715
957	14.83181258
958	14.83038085
959	14.82818619
960	14.82506304
961	14.82422168
962	14.82335194
963	14.82127975
964	14.81869882
965	14.81730018
966	14.81509039
967	14.81364642
968	14.81231396
969	14.81079465
970	14.80888837
971	14.80536394
972	14.80370242
973	14.80232364
974	14.80098966
975	14.79980763
976	14.79682917
977	14.7959723
978	14.79389545
979	14.79263395
980	14.79112887
981	14.79051393
982	14.78648657
983	14.78555349
984	14.78442827
985	14.78341116
986	14.78267016
987	14.78176316
988	14.77978629
989	14.77776534
990	14.77673571
991	14.77545595
992	14.77412248
993	14.77369585
994	14.77210305
995	14.77115124
996	14.77025812
997	14.76860634
998	14.7674403
999	14.76700825
1000	14.76570764
1001	14.76421066
1002	14.76275757
1003	14.7612863
1004	14.76012284
1005	14.75824802
1006	14.75751571
1007	14.75553262
1008	14.75361617
1009	14.75135312
1010	14.75044391
1011	14.74973312
1012	14.74684269
1013	14.74615439
1014	14.74459099
1015	14.74291589
1016	14.74124475
1017	14.74031494
1018	14.7393062
1019	14.73832632
1020	14.73671508
1021	14.73234039
1022	14.73047296
1023	14.72931826
1024	14.72776153
1025	14.72497837
1026	14.72398099
1027	14.72227226
1028	14.71726986
1029	14.71594213
1030	14.71451957
1031	14.71127274
1032	14.70914826
1033	14.70803888
1034	14.70688661
1035	14.70570967
1036	14.70448147
1037	14.70329801
1038	14.70214539
1039	14.69938276
1040	14.69793231
1041	14.69694969
1042	14.69575398
1043	14.69451002
1044	14.69126078
1045	14.68914415
1046	14.68857785
1047	14.68754043
1048	14.68645232
1049	14.68136566
1050	14.68017944
1051	14.67814678
1052	14.67665425
1053	14.67605888
1054	14.67481227
1055	14.66972017
1056	14.6677341
1057	14.66646353
1058	14.6656562
1059	14.66073909
1060	14.65978633
1061	14.65885103
1062	14.65746
1063	14.65588369
1064	14.65517852
1065	14.65292143
1066	14.65010087
1067	14.64931213
1068	14.64685866
1069	14.64613412
1070	14.64510306
1071	14.64436504
1072	14.643579
1073	14.64250665
1074	14.64013497
1075	14.63883804
1076	14.63767322
1077	14.63594745
1078	14.63468231
1079	14.63312501
1080	14.63223399
1081	14.63103425
1082	14.62999365
1083	14.62928753
1084	14.62840061
1085	14.62696036
1086	14.62462367
1087	14.6224025
1088	14.62096236
1089	14.61886331
1090	14.61773792
1091	14.61581179
1092	14.61446495
1093	14.61285498
1094	14.6102716
1095	14.60965062
1096	14.60734795
1097	14.6061535
1098	14.60547407
1099	14.60448948
1100	14.60261171
1101	14.60190895
1102	14.60020448
1103	14.59820404
1104	14.59730617
1105	14.59639045
1106	14.59441778
1107	14.59328939
1108	14.59249165
1109	14.59162973
1110	14.58903388
1111	14.58715836
1112	14.58601415
1113	14.58462677
1114	14.58410231
1115	14.58359112
1116	14.5830639
1117	14.581159
1118	14.58036202
1119	14.57969241
1120	14.57777542
1121	14.57701158
1122	14.57563571
1123	14.57306296
1124	14.57137125
1125	14.5699983
1126	14.56903254
1127	14.56816301
1128	14.56747561
1129	14.56498498
1130	14.56197903
1131	14.56051799
1132	14.55989125
1133	14.559002
1134	14.55829054
1135	14.55412859
1136	14.5531029
1137	14.55218142
1138	14.55189845
1139	14.55098017
1140	14.54935433
1141	14.54841752
1142	14.54757028
1143	14.54610218
1144	14.54494387
1145	14.54444651
1146	14.543607
1147	14.5408435
1148	14.53986239
1149	14.53791029
1150	14.53731981
1151	14.53580832
1152	14.53511821
1153	14.53451555
1154	14.53413869
1155	14.53215436
1156	14.52965734
1157	14.52918519
1158	14.52856094
1159	14.52823871
1160	14.52729749
1161	14.52494453
1162	14.52220318
1163	14.520247
1164	14.51967818
1165	14.51886001
1166	14.51806568
1167	14.51482789
1168	14.51124364
1169	14.51037586
1170	14.50867321
1171	14.50713963
1172	14.50577916
1173	14.50377044
1174	14.50302921
1175	14.50123771
1176	14.49938552
1177	14.49831978
1178	14.4976432
1179	14.49543569
1180	14.4950235
1181	14.49403688
1182	14.49099562
1183	14.49020682
1184	14.48835918
1185	14.48736662
1186	14.48600501
1187	14.48504543
1188	14.48340123
1189	14.48265544
1190	14.48043315
1191	14.47906011
1192	14.47604241
1193	14.47426275
1194	14.47300235
1195	14.47157681
1196	14.46824237
1197	14.46773937
1198	14.46695406
1199	14.46554737
1200	14.46337885
1201	14.46087054
1202	14.45907197
1203	14.45826932
1204	14.45771511
1205	14.45559461
1206	14.45441098
1207	14.45404655
1208	14.4522572
1209	14.4518289
1210	14.44994605
1211	14.44821104
1212	14.44740679
1213	14.4459108
1214	14.44506342
1215	14.44273963
1216	14.44035641
1217	14.43803513
1218	14.43636043
1219	14.43590761
1220	14.43420357
1221	14.43368144
1222	14.43327257
1223	14.43245278
1224	14.43229555
1225	14.43000143
1226	14.42789882
1227	14.42633197
1228	14.42504466
1229	14.4231533
1230	14.421162
1231	14.41977175
1232	14.41902016
1233	14.4171985
1234	14.41578079
1235	14.41498527
1236	14.41323953
1237	14.41193852
1238	14.41025636
1239	14.40712227
1240	14.40636421
1241	14.40480949
1242	14.40241051
1243	14.40072171
1244	14.39975799
1245	14.39884252
1246	14.39846758
1247	14.39662473
1248	14.39540331
1249	14.39481254
1250	14.39391398
1251	14.39309943
1252	14.3927775
1253	14.39251631
1254	14.39171447
1255	14.38991702
1256	14.38759229
1257	14.38627905
1258	14.38503428
1259	14.38383557
1260	14.38313193
1261	14.38277198
1262	14.38233227
1263	14.37822744
1264	14.37740121
1265	14.3762946
1266	14.37426866
1267	14.37300553
1268	14.37149635
1269	14.36997292
1270	14.36916267
1271	14.36885618
1272	14.36762984
1273	14.36696711
1274	14.36545167
1275	14.36266252
1276	14.36217532
1277	14.36149932
1278	14.35920812
1279	14.35728342
1280	14.35457341
1281	14.35379608
1282	14.35342475
1283	14.34991925
1284	14.34844005
1285	14.34529737
1286	14.34315514
1287	14.34228331
1288	14.34106373
1289	14.3390621
1290	14.33707606
1291	14.33321685
1292	14.33042235
1293	14.32870488
1294	14.32502291
1295	14.32349472
1296	14.32289504
1297	14.32166529
1298	14.32026317
1299	14.31884715
1300	14.31852821
1301	14.31761151
1302	14.31653285
1303	14.3162481
1304	14.31343495
1305	14.3117761
1306	14.31079317
1307	14.30752563
1308	14.3055587
1309	14.30518231
1310	14.3045815
1311	14.30325961
1312	14.30206472
1313	14.29821988
1314	14.29610084
1315	14.29556501
1316	14.29344504
1317	14.29189218
1318	14.29142961
1319	14.291347
1320	14.28981207
1321	14.28903915
1322	14.28630148
1323	14.2854028
1324	14.28259896
1325	14.28215169
1326	14.2796059
1327	14.27849686
1328	14.27750551
1329	14.27672117
1330	14.27477616
1331	14.27359662
1332	14.27184639
1333	14.27000746
1334	14.26822854
1335	14.26715426
1336	14.26589595
1337	14.26438385
1338	14.26327324
1339	14.26183209
1340	14.26057535
1341	14.2603737
1342	14.25933075
1343	14.25738943
1344	14.25645434
1345	14.2552782
1346	14.2550642
1347	14.25418025
1348	14.25243881
1349	14.25149196
1350	14.2494124
1351	14.2489099
1352	14.24835083
1353	14.24710747
1354	14.24660017
1355	14.24544961
1356	14.24306108
1357	14.24190277
1358	14.23988407
1359	14.23962454
1360	14.23928113
1361	14.23830654
1362	14.23662656
1363	14.23509433
1364	14.23333696
1365	14.22962653
1366	14.22767319
1367	14.22639299
1368	14.22458882
1369	14.22372221
1370	14.22259032
1371	14.22173188
1372	14.2212592
1373	14.22107637
1374	14.21748786
1375	14.21538793
1376	14.21448332
1377	14.21327569
1378	14.21208421
1379	14.20971217
1380	14.20912981
1381	14.20811111
1382	14.2063563
1383	14.20563434
1384	14.2044576
1385	14.20362168
1386	14.20301974
1387	14.20093309
1388	14.198877
1389	14.19560386
1390	14.19400001
1391	14.19324782
1392	14.19172547
1393	14.19088529
1394	14.18939042
1395	14.1889549
1396	14.18806324
1397	14.18778203
1398	14.18718791
1399	14.1856853
1400	14.18442794
1401	14.18258489
1402	14.1804141
1403	14.17829372
1404	14.17718237
1405	14.17582181
1406	14.17493575
1407	14.17398215
1408	14.17196664
1409	14.16940513
1410	14.16840089
1411	14.16803506
1412	14.16588447
1413	14.16431625
1414	14.16312311
1415	14.16160449
1416	14.15803585
1417	14.15607952
1418	14.15356606
1419	14.1527902
1420	14.15215244
1421	14.15168818
1422	14.15139508
1423	14.14940666
1424	14.14876839
1425	14.14835447
1426	14.14704564
1427	14.14419918
1428	14.14277812
1429	14.14149737
1430	14.14079529
1431	14.14026616
1432	14.14007797
1433	14.13869484
1434	14.13790507
1435	14.13631891
1436	14.13462163
1437	14.13362018
1438	14.13262862
1439	14.13208327
1440	14.13108595
1441	14.13060382
1442	14.12976238
1443	14.1293017
1444	14.12712812
1445	14.12692152
1446	14.12528541
1447	14.12481974
1448	14.12257666
1449	14.11940233
1450	14.1183256
1451	14.1170089
1452	14.11532734
1453	14.11471635
1454	14.1128906
1455	14.11093018
1456	14.10970229
1457	14.10859575
1458	14.1072446
1459	14.10483633
1460	14.10382612
1461	14.10257028
1462	14.10156725
1463	14.10060805
1464	14.09877143
1465	14.0980212
1466	14.09642339
1467	14.09430967
1468	14.09276272
1469	14.08916768
1470	14.08790257
1471	14.08742963
1472	14.08409845
1473	14.08136698
1474	14.07995172
1475	14.07839054
1476	14.07799847
1477	14.07528125
1478	14.07352807
1479	14.07300826
1480	14.07126527
1481	14.07052871
1482	14.06871105
1483	14.06744351
1484	14.06641736
1485	14.06466957
1486	14.06255709
1487	14.06135487
1488	14.06009522
1489	14.0585541
1490	14.05670937
1491	14.05557795
1492	14.0534559
1493	14.05084517
1494	14.04992615
1495	14.04786245
1496	14.04553802
1497	14.04378251
1498	14.04274417
1499	14.04046851
1500	14.03926242
1501	14.03868132
1502	14.03801712
1503	14.03752985
1504	14.03620682
1505	14.03543667
1506	14.03410626
1507	14.03313631
1508	14.03255083
1509	14.0317111
1510	14.03091332
1511	14.02997095
1512	14.02749494
1513	14.02639549
1514	14.02421087
1515	14.02232919
1516	14.02129876
1517	14.01921781
1518	14.01784144
1519	14.01608511
1520	14.01515409
1521	14.01315394
1522	14.01209584
1523	14.00969186
1524	14.00804852
1525	14.00691087
1526	14.0058048
1527	14.00478203
1528	14.00403312
1529	14.0017977
1530	14.00099012
1531	13.99957114
1532	13.99901288
1533	13.99658837
1534	13.99612163
1535	13.9954783
1536	13.99486687
1537	13.99443027
1538	13.99190445
1539	13.99096476
1540	13.98662819
1541	13.98467628
1542	13.98180406
1543	13.98083664
1544	13.9797893
1545	13.979638
1546	13.97880242
1547	13.97864286
1548	13.9751173
1549	13.97474884
1550	13.97360464
1551	13.97231254
1552	13.97138531
1553	13.97084566
1554	13.96858063
1555	13.96802229
1556	13.96687028
1557	13.96604003
1558	13.96469702
1559	13.96359648
1560	13.96197118
1561	13.96144006
1562	13.96030766
1563	13.95990558
1564	13.9596846
1565	13.95899641
1566	13.95643534
1567	13.95560088
1568	13.95489301
1569	13.95335934
1570	13.95139237
1571	13.95119434
1572	13.94816609
1573	13.94751335
1574	13.94703483
1575	13.94621342
1576	13.94493056
1577	13.94388583
1578	13.94250973
1579	13.94106187
1580	13.94034245
1581	13.93928313
1582	13.93812745
1583	13.93761141
1584	13.93718077
1585	13.93649213
1586	13.9358771
1587	13.93514677
1588	13.93468305
1589	13.93349083
1590	13.93201819
1591	13.93011296
1592	13.92848418
1593	13.92626888
1594	13.924992
1595	13.9243922
1596	13.92310901
1597	13.92275682
1598	13.92172498
1599	13.92030851
1600	13.91933935
1601	13.9166874
1602	13.91589255
1603	13.91438748
1604	13.91402379
1605	13.9113665
1606	13.90874178
1607	13.90745533
1608	13.9072393
1609	13.90635042
1610	13.90590941
1611	13.90360596
1612	13.90343202
1613	13.90240413
1614	13.90019547
1615	13.89846633
1616	13.89687861
1617	13.8945839
1618	13.89342994
1619	13.89263192
1620	13.89151445
1621	13.89087252
1622	13.89044511
1623	13.88911292
1624	13.88789366
1625	13.88738568
1626	13.88641605
1627	13.88498192
1628	13.88349143
1629	13.88205689
1630	13.87977671
1631	13.87909899
1632	13.87635728
1633	13.87550187
1634	13.87503481
1635	13.87435318
1636	13.87342056
1637	13.87083456
1638	13.86972403
1639	13.86902062
1640	13.86810278
1641	13.86716561
1642	13.86623594
1643	13.86430169
1644	13.8631374
1645	13.8630716
1646	13.86141323
1647	13.86014407
1648	13.85886347
1649	13.85685863
1650	13.85673627
1651	13.85524231
1652	13.8533853
1653	13.85175846
1654	13.85140619
1655	13.85059928
1656	13.8496835
1657	13.84778731
1658	13.84694272
1659	13.8453541
1660	13.84365794
1661	13.84307975
1662	13.84224262
1663	13.84092079
1664	13.84051564
1665	13.83733856
1666	13.83567954
